#
# [ASteCA v0.4.2-dev]
#
# Created:  [2021-06-25 16:14:28]
# Modified: [2021-06-25 20:46:49]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
03/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.64  0.0104742 0.000605723 0.00710623 0.00481171 0.00115452  0.0221854 0.00840343   0.91    8.89767    9.27685    8.88567    8.86731    8.60201    9.25973   0.297906   0.96    0.39726   0.468393   0.406181   0.437267   0.331453   0.460552  0.0624729   0.95    13.7256    13.0075    13.7165    13.7403    13.0938    14.2624   0.544929   0.99    2170.87    1951.54    1804.31    1294.38      853.6    3315.66    1674.39   0.78   0.660282   0.589787   0.710465   0.862162   0.367196   0.933471   0.252022   0.94   3.10E+00
02/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.64 0.00789803 0.00142334 0.00346451 0.00196486 0.00115581  0.0221313 0.00856088   0.79    9.04786    9.25045    9.14795    9.24599    8.77061    9.28443    0.27039   0.89   0.398068   0.405421    0.40523   0.407654   0.349815   0.448955   0.052597   0.95    13.4637    13.1435    13.3014    13.2015    13.0222    14.1095   0.520717   0.92    1244.74    1338.07    1204.41    1088.68    692.231    1749.21    589.342   0.91        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
01/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.63  0.0082505 0.00151491 0.00430263 0.00243333 0.00126683  0.0150867 0.00811616   0.83    8.95929    9.02716    8.95998    8.93188    8.77543    9.21035   0.242005   0.96   0.404331   0.467458   0.413671   0.424913   0.341484   0.465397   0.059794   0.95    13.2236    12.8702     13.096    12.8261    12.6815     13.795   0.567439   0.94    612.442     648.64    567.596    553.402    356.803    814.986    328.096   0.78        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
07/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.63  0.0129111 0.00349277 0.00910457 0.00481171 0.00342866  0.0242514 0.00927317   0.86    9.19227    9.40383    9.31842    9.36836    8.89803    9.40322   0.263837    0.8    0.39523   0.498406   0.414283   0.479985   0.299192   0.492909  0.0894118    0.9    13.3823    12.5114    13.3167    12.5771    12.4951    14.0952   0.899871   0.91    1588.83    1426.55    1433.91     1361.9    1129.65    2080.02    580.165   0.87        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
04/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.63  0.0110731 0.00878892  0.0089195 0.00899189 0.00230344  0.0178627 0.00720956    0.9    8.73591    8.60694    8.68906    8.66046    8.55033     9.0411   0.247444   0.91   0.464568   0.486708   0.479432   0.489682   0.453772   0.493408  0.0582639   0.48    12.5789    12.6226    12.6062    12.6156      12.14    12.9077   0.368984   0.94    927.155    784.349    857.502    801.994    739.948    1159.85    221.177   0.96        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
06/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.64  0.0155075  0.0263476  0.0190398  0.0230099  0.0018098  0.0240812  0.0095592   0.85    8.82774    8.64467     8.7253    8.68321    8.63681    9.16666   0.235986   0.86   0.433684   0.477103   0.445384   0.461875   0.389965    0.47992  0.0531656   0.87    12.9879    13.5283    13.1518    13.3192    12.3578     13.435   0.464421   0.91    2208.21    1536.41    2084.58    1922.45    1530.75    2874.16    757.657   0.92   0.513648   0.353275   0.509385   0.504204   0.361291   0.668418   0.150252    1.0   3.10E+00
09/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.64  0.0123274  0.0167052  0.0161028     0.0171  0.0023622  0.0212934 0.00861417    0.9    9.15553    9.40707    9.24077    9.37701    8.92516    9.40457   0.243016   0.88   0.354646   0.351672   0.349887   0.349212   0.297143   0.406546  0.0571398   0.98    14.3012    13.2711    13.8517     13.526    13.3171    15.5792    1.01285   0.88    5545.41    1977.79    3395.34    2523.16    1893.35    9492.24    5119.25   0.75   0.482906   0.275391   0.461168   0.302402   0.173476   0.793857   0.266235   0.96   3.10E+00
08/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.63  0.0182641  0.0262783  0.0216523  0.0262532  0.0062878  0.0269673 0.00906357   0.88    9.19518    9.35706     9.3287     9.3613    8.88416    9.41286    0.27176    0.8   0.326777   0.257114   0.323673   0.242347   0.230029   0.428064  0.0885261   0.95    14.0172    13.9589    13.9179    13.8833    13.3881    14.9972   0.805527   0.93    2785.26    3511.68    2639.48    2369.55     1815.7    3681.91     949.33   0.97        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
05/rup41                        -0.019852  -0.048670   0.181153        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.64  0.0151794 0.00609381  0.0167453 0.00643333 0.00576459  0.0249826 0.00879961    0.9    8.82206     9.0719    8.74708    8.69766    8.62865    9.03016   0.201765   0.96   0.421135   0.364185   0.439081   0.465847   0.358565   0.478725  0.0633156    0.9    12.8839    12.2964    13.0396    13.2714     12.388    13.3259   0.450715   0.91    1715.49    1376.46    1667.83    1433.04    1342.06    2104.52    406.319   0.97        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00

03/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0257105   0.025482  0.0256806  0.0256322  0.0252018  0.0260997 0.00205935   0.77    8.57353    8.60814    8.56914    8.55681    8.53054     8.6101   0.054945   0.94   0.392352   0.397781   0.394281   0.396339    0.38589   0.398116 0.00669505   0.85    14.8057    14.6974    14.7475    14.6961    14.6483    14.9585   0.179262   0.94    1346.72    872.481    1115.47    914.764    821.432    1762.38    760.439    0.7   0.329029  0.0812831   0.264517   0.160661  0.0911509   0.570944   0.231742   0.94   3.10E+00
01/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0262841  0.0276795  0.0274309  0.0280221  0.0225912  0.0287686  0.0028118   0.85    8.57057    8.53775    8.56455    8.56421    8.53677    8.60598  0.0455408   0.87    0.39089   0.392209    0.39301   0.397062    0.38346   0.398336 0.00831723   0.86    14.6998    14.6564    14.6868    14.6596    14.5865    14.8502   0.132851   0.99    877.849    1103.75    865.401    858.153    672.055     1090.3    212.099   0.98        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
02/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0257453  0.0243307  0.0264524  0.0265182  0.0242452  0.0286477 0.00302174    0.8    8.59529    8.66626    8.57628    8.55938     8.5267    8.67666  0.0723056   0.98   0.386656   0.396697    0.38973   0.393943   0.375732   0.396696  0.0106518    0.9    14.8824    15.1136    14.8742    14.8556    14.7461    15.0337   0.146338   0.99    1310.26    1022.82    1250.25    1169.75    994.591    1655.27    357.045   0.97        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
04/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0190491  0.0259444  0.0200737  0.0254964 0.00905766  0.0259673 0.00810013   0.91    8.89448    8.67873    8.80822    8.77523    8.71792    9.19579   0.227517   0.77   0.342517   0.386476   0.384631   0.393341   0.343041   0.396476   0.107556   0.52    13.4662    13.7759    13.6699    13.7432    12.8388    13.8354   0.484451   0.83    1036.52    1287.45    1037.02    1049.95    795.541    1271.66    234.745    1.0        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
07/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.66  0.0239331  0.0239882  0.0239882  0.0285595  0.0198189  0.0287949 0.00492307   0.87     8.6529    8.62054    8.62328    8.62194    8.54328    8.80607   0.143771   0.91   0.389169   0.393644   0.392257   0.396592    0.38033   0.398272  0.0108335   0.82    14.9516    14.8569    14.9665    14.9774    14.6658    15.1906   0.294043   0.98    1385.19    1372.03    1342.37    1352.91    984.506    1775.03    415.735   0.95        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
06/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0171931  0.0185645  0.0183059  0.0183613 0.00623863  0.0274875 0.00833836   0.94    8.98875    8.86175    8.85509    8.77463    8.73299    9.35697   0.275645   0.82   0.287806   0.386943   0.381981   0.385706  0.0476647   0.396111   0.154022   0.66    13.6317     14.094    13.9863    14.1131    12.8126    14.1992   0.632615   0.85    2468.31    2510.71    2320.17    2287.27    1570.88    3216.57    1047.01   0.87    0.49598   0.462653   0.474195   0.426126    0.32781   0.682871   0.168349   0.99   3.10E+00
09/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.66  0.0247726  0.0234953   0.024343  0.0238229   0.023232  0.0290087 0.00432164   0.78     8.5994    8.53394    8.59372    8.60938    8.45696    8.68762   0.151291   0.93   0.391763   0.398674   0.395405   0.397738   0.384334   0.398941 0.00970949   0.76    15.2071    15.1722    15.2135    15.2054     14.755    15.6608   0.395704   0.98    4475.69    3733.65    3892.87    3037.12    2051.76    7048.63    2581.23    0.9   0.615904   0.647677   0.677199   0.812913   0.260866   0.901906   0.276663   0.93   3.10E+00
08/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0263652  0.0242894  0.0276098  0.0287073   0.024367  0.0288847 0.00318981   0.71    8.55873    8.61948    8.56508    8.60464    8.44458    8.63003   0.120192   0.88   0.390456   0.398302   0.393476   0.397123   0.382618   0.398425 0.00961561   0.82    14.9168    15.0398    14.9532    15.0312    14.6798    15.1069   0.262259   0.94    1888.61    2088.36    1808.75    1548.98    1494.48    2258.39    454.649   0.92        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
05/rup42                         0.019210  -0.018703   0.100509        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.67  0.0196825  0.0141402  0.0207468  0.0212802  0.0143962  0.0273217 0.00706863   0.91    8.84197    8.77797    8.78306    8.78196    8.71986    8.87416   0.185592   0.67   0.362857   0.398667   0.390605   0.395837   0.367524   0.397752  0.0806357   0.46    13.8482    13.7784    14.0013    14.0414    13.7426    14.1284   0.442942   0.69    1803.29    1853.78    1831.11    1905.77    1392.27    2213.23    398.333    1.0        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00

03/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.70 0.00281123 0.00139138 0.00214115 0.00159404 0.00129848 0.00542751 0.00191137   0.79    7.14349    7.17637    7.13892    7.16653    7.07456    7.17941  0.0825143    0.8   0.691581   0.703802   0.691113   0.689671   0.680572   0.702582  0.0113405    1.0     12.949    12.7601    12.8473    12.7831    12.7217     13.244    0.26632    0.9    2382.35    2286.09    2132.68    2034.55    1781.05    2759.03    1065.78   0.61   0.316917   0.295192   0.283161   0.240352   0.186235   0.454157   0.159534   0.88   3.10E+00
01/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.69  0.0032299  0.0022347 0.00258574 0.00228188 0.00191398 0.00393096 0.00205845   0.67    7.11842    7.06597    7.07577    7.07633    7.02067    7.18924   0.138154   0.69   0.700278   0.670848   0.699959    0.69646   0.683258   0.717536  0.0160199   0.99    12.8826    12.8324    12.8714     12.898    12.7143    12.9939   0.183457    0.9    1449.04    1181.15     1421.6    1416.95    1121.47    1779.37    325.701   0.98        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
02/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.70 0.00297621 0.00113073  0.0024339 0.00138809 0.00136611 0.00357125 0.00196292   0.75    7.18664    7.24366    7.18441    7.19707    7.07392    7.26789   0.110219   0.93   0.695842    0.68258    0.69609   0.696704   0.682888   0.708031  0.0141476   0.97    12.9685    12.8382     12.965    12.9924    12.7669     13.099   0.196544   0.91    2444.36    2595.32    2426.77     2396.1    2027.88    2967.92    429.704   0.99        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
04/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.69  0.0161036  0.0135737  0.0139812  0.0132441  0.0091368  0.0226354 0.00655222   0.95    7.52287     7.4069    7.46518    7.35558    7.23851    7.87178   0.320346   0.94   0.740222   0.699541   0.738886   0.735752   0.715299   0.767597  0.0266872   0.99    12.9233    12.7404    12.9242     12.927    12.6826    13.1512   0.306459   0.98    1600.35    1426.64    1572.85    1519.99    1337.25    1886.96    287.882   0.99        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
07/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.70  0.0144713 0.00765296  0.0145056   0.019118 0.00765296  0.0199101  0.0065263   0.95    7.28631    7.17743    7.24375    7.18713    7.16134    7.47788   0.144808   0.92   0.627635   0.674961   0.624582   0.621961   0.593179   0.661605  0.0357386   0.97    13.7676    13.4735    13.8418     13.994    13.4464    14.0522   0.303281   0.94    1907.52     1808.4    1890.29    1869.09    1528.19    2270.42    357.299    1.0        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
06/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68 0.00514134 0.00279319 0.00306015 0.00267576 0.00235272 0.00766726 0.00444987   0.71    7.30755    7.37714    7.29575    7.30145    7.18153    7.39713   0.148898   0.81   0.761402   0.749847   0.761614   0.753588   0.739211   0.786407  0.0226751   0.97    12.9391    12.6262    12.8985    12.7893    12.7097    13.1801   0.240269   0.95    3045.53    2491.97    2958.94     2826.1     2335.6     3690.7     736.07   0.96   0.466511   0.453311   0.467917   0.471701   0.352064   0.578681   0.107792    1.0   3.10E+00
09/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.69  0.0078597 0.00204819 0.00764002 0.00848118 0.00243954   0.011943 0.00483534   0.92    7.18685    7.04253    7.17865    7.17119    7.11351    7.25426  0.0909594   0.93    0.66749   0.684351   0.666161   0.667012   0.638116   0.691271  0.0307397   0.98    13.7999    13.0777    13.8631    14.1808    13.2254    14.2597   0.460975   0.95    4921.56    2117.13    4122.74     2500.0    2005.51     8145.8    3043.15   0.89   0.579891   0.405996   0.604537    0.85015   0.259578   0.889932   0.275119   0.92   3.10E+00
08/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.70 0.00898615 0.00716622 0.00661756 0.00383874 0.00332992  0.0149105 0.00668572   0.82    7.18974     7.2436    7.17906     7.1623    7.09959    7.25536   0.102276   0.92    0.63923   0.607698   0.646251   0.657834   0.606973   0.666512  0.0330404   0.97    13.5078     13.469    13.4388    13.1783    13.1581    13.9873   0.376149   0.88    2542.16    2149.17    2389.99    2212.26    2039.29    3136.19    534.203   0.96        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
05/rup44                        -0.017318   0.018225   0.134400        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.69 0.00692634 0.00634942 0.00638604 0.00662598 0.00280991  0.0100578 0.00507925   0.85    7.30637    7.25772    7.26424    7.25558    7.17943    7.40831   0.172053   0.74   0.757163   0.755407   0.759766   0.764097   0.733186   0.780957  0.0229082   0.99    12.9515    12.9814    12.9658    12.9609    12.7443    13.1629   0.256994   0.95    2480.69    2452.14    2441.51    2419.01    2164.13    2834.81    382.951   0.96        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00

01/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.83  0.0238434   0.023929  0.0244124  0.0261072  0.0208417  0.0272271 0.00404189   0.87    8.45779    8.47815    8.45457     8.4533     8.4098    8.50064   0.052396   0.96   0.535053   0.526035   0.535083   0.534562   0.517394   0.552342   0.018036    1.0    15.4316    15.3536    15.4378    15.4401    15.2734     15.606   0.182281   0.99    1001.13    1187.35     989.62    988.334    729.614    1275.51    264.709   0.99        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
03/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.82   0.025152    0.01842  0.0273506  0.0279454  0.0184937  0.0286448 0.00438206   0.81    8.43495    8.48751    8.42559    8.40926    8.39134    8.48879  0.0485339   0.97   0.531798   0.524121   0.531019   0.530654   0.518921   0.545143  0.0161445   0.97    15.8177    15.6644    15.8347    15.9254     15.629    16.0054   0.194306   0.98    3020.32    2255.97    2521.51    2231.64    1667.03    4464.81    1650.67   0.86    0.58119   0.366722   0.599075   0.614715   0.336509   0.850941   0.234588   0.98   3.10E+00
02/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.82  0.0248154  0.0254929  0.0253281  0.0254584  0.0238368  0.0260791 0.00274447   0.76    8.45557    8.46689    8.45855    8.46063    8.42734      8.486  0.0386717   0.94   0.522506    0.52775   0.523269   0.525024   0.501517   0.544009   0.020384    1.0    15.7027    15.6367    15.6954    15.6587    15.5515    15.8934   0.183526   0.98    1570.78    1423.17    1555.56    1451.53    1181.59    1957.11     396.51    1.0        0.3        0.3        0.3        0.3        nan        nan        nan    nan   3.10E+00
04/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.83  0.0126399  0.0184623  0.0104084 0.00884775 0.00769737  0.0187757 0.00582726   0.93    8.69297    8.67267    8.71678    8.72782    8.58678    8.78552   0.124349   0.89   0.685427   0.638793   0.693082   0.716421   0.622343   0.748805  0.0616021   0.97    14.8401    14.9808    14.8293    14.7947    14.6687    15.0227   0.199987   0.97    1923.79    2106.64     1892.8    1876.31    1537.25    2294.94    398.629   0.98        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
07/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.82  0.0200772  0.0255297  0.0251733  0.0254964  0.0136311  0.0257994 0.00731771    0.8    8.39602    8.36626     8.3714    8.35929    8.33958    8.44698   0.088653   0.75   0.640405   0.607154   0.630047   0.623479   0.601124    0.68752   0.050681   0.95    15.4111    15.6539    15.5402    15.5914    15.2281    15.6366   0.356112   0.72    2607.88    2788.51    2739.85    2869.79    1911.65    3184.11    594.848   0.97        0.0        0.0        0.0        0.0        nan        nan        nan    nan   3.10E+00
06/rup152                        0.018501  -0.025484   0.052519        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.83  0.0101323  0.0052488 0.00823626 0.00576918  0.0052083  0.0148806  0.0062047   0.85    8.71133    8.75717    8.73274    8.74123    8.57547    8.82943   0.124921   0.96   0.706641   0.740496   0.711345   0.713532   0.667688   0.746499  0.0438339   0.95     14.908    14.8231    14.8674    14.8279    14.6666    15.1449   0.263952   0.96    3157.65    2717.94    2960.19    2760.12    2363.27    3845.97    1068.76   0.77   0.314759   0.185651   0.299544   0.284071   0.193983    0.43086   0.128679   0.96   3.10E+00
